Author,Title,Year,Themes
Montesquieu,Une vue de la constitution anglaise,1781,"Constitutional law, Ouvrages avant 1800, Science politique, Philosophy, Early works to 1800, Droit, Political science, Law, Philosophie"
Voltaire,Candide,1746,"Conduite de vie, Lecteurs, Littérature française, Satire, Fiction, Civilisation, Conditions morales, Lumières, Politique et gouvernement, Vie, Langue française, Philosophie, Fiction française, Éthique, Littérature classique, Lettres imaginaires, Conduite personnelle, Choix du personnel de la bibliothèque ouverte, Traductions en chinois, open_syllabus_project, Modes de vie, Philosophie moderne, Traductions en anglais, Candide, Littérature française, Œuvres anciennes jusqu'en 1800, Satire française, Documents en langue française, Optimisme, Histoire, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Fiction, général, Gros livres typographiques, Récits d'aventures, Dictionnaires, Langue anglaise, Chinois, Allemand, Coréen, Inquisition, Littérature romane, Fiction, satire, Non-fiction, Espagnol, Philosophie moderne -- 18e siècle, Critique et interprétation, Candide (Voltaire), Fiction, humoristique, Bildungsromans, Littérature française, Romans, nouvelles, Roman français, Humour, Voltaire, 1694-1778, langue française, lecteurs, Fiction, humoristique, général, Grande-bretagne, fiction, Fiction, historique, général, Esprit et humour, Littérature, Enseignants, Bibliothèque, Copie personnelle, Littérature picaresque, Littérature française, histoire et critique, Fiction, historique, Littérature picaresque allemande, Civilisation, Roman picaresque allemand, Siècle des Lumières, Histoire et critique, Histoire et critique, Vida, Novela, Optimisme, Classiques, Littéraire, Humour, thème, politique, Bonheur, Illustrations, Frans, Maladie de Bright, Œdème, Guides d'étude, Examens, Humour, général, Vie sociale et coutumes, Dessin à la plume, Fac-similés, Dessin suisse, Photogravure, Spécimens, Mœurs et coutumes, Humour, Dessin à la plume, Fac-similés, Dessin suisse, Photogravure, Spécimens, Mœurs et coutumes"
Voltaire,Lettres philosophiques,1733,"Voyages, History and criticism, Religions, Intellectual life, English literature, Grande-Bretagne, Histoire et critique, Religion, Early works to 1800, Civilization, Intellectual life., French Erotic literature, Open Library Staff Picks, Vie intellectuelle, Great Britain, Littérature anglaise, Imaginary letters, Modern Philosophy, Philosophy, Modern -- 18th century, Travel, Litterature anglaise, Sozialphilosophie, Philosophy, modern, 18th century, Great britain, civilization, Voltaire, 1694-1778, Philosophy, french, English literature, history and criticism, 18th century, Great britain, religion, Great britain, intellectual life, Philosophy, modern, Philosophy, modern--18th century, Pq2086.l4 e5 1999, Pq2086.l4 e5 2007, 848/.509"
Voltaire,Dictionnaire philosophique,1766,"Philosophie, Dictionnaires, Français, Allemand, Philosophie, dictionnaires, Philosophie française du XVIIIe siècle, Philosophie - référence, Philosophie - général et divers, Référence - général et divers, Fiction et littérature européennes classiques, Classiques par sujet, Histoire de la philosophie, Styles et mouvements littéraires - fiction"
Voltaire,Lettres choisies,1802,"Correspondance, Auteurs français, Philosophes, Famille Tronchin, Traductions en anglais, Littérature anglaise, Histoire et critique, Civilisation, Liberté religieuse, Relations avec les femmes, Écrivains français, Correspondance"
Jean-Jacques Rousseau,Du contrat social,1762,"Paix, L'État, Science politique, Économie, Premiers travaux jusqu'à 1800, Fiction, Contrat social, Civilisation, Ciencias políticas, Science politique, Obras anteriores a 1800, Contrato social, Littérature classique, Contrat social, Rousseau, Jean Jacques, 1712-1712 , Sciences politiques, Sciences politiques, premiers travaux jusqu'à 1800, Philosophie, français, Sociologie politique, Liberté, Égalité, Rousseau, jean-jacques, 1712-1778, Politique et gouvernement, Essais littéraires, Science et théorie politiques, États-Unis États-Unis d'Amérique, 08.24 philosophie occidentale plus récente (1717 ). -19ème siècle), 89.06 philosophie politique, Filosofia, Vues politiques et sociales, Œuvres avant 1800, Philosophie politique, CIENCIAS POLITICAS, Du contrat social ou Principes du droit politique (Rousseau), Sciences politiques, Contrat social, PHILOSOPHIE, Discours politiques, Discours sur la science et la arts (Rousseau), Discours sur l'origine et les fondements de l'inégalité entre les hommes (Rousseau), Individu en samenleving, Science politique, philosophie, Ciencia política, Política, Filosofía, Sozialvertrag, Jc179 r86 1993, 320.11, Sociologie."
Jean-Jacques Rousseau,Les confessions,1782,"French Authors, Biography, Correspondence, Critique et interprétation, Childhood and youth, Jacques, 1712-1778. Les confessions, Jean Rousseau, Rousseau, Jean Jacques, 1712-1778, Classic Literature, Fiction, Philosophers, Autobiography, Accessible book, Protected DAISY, In library, Authors, French, Enfance et jeunesse, [manuel], Manuel, Lehrmittel, Französischunterricht, Rousseau, Jean-Jacques, Les confessions 1,1-4, Rousseau, Jean-Jacques, 1712-1778, Authors, French -- 18th century -- Biography, Philosophy, french, Philosophy, History, Authors, biography, BIOGRAPHY & AUTOBIOGRAPHY / Literary, Fiction, general, Biographies, Literatură franceză, Biografie (Gen literar), Biography - general & miscellaneous, General & miscellaneous french history, Mapped literary criticism, Adventurers - general & miscellaneous - biography, Historical figures - fiction, Literary styles & movements - fiction, Philosophers - biography, Gener"
Jean-Jacques Rousseau,Emile ou l'éducation,1762,"Éducation, Ouvrages de jeunesse jusqu'à 1800, Éducation, Ouvrages de jeunesse jusqu'à 1800, Collections, Philosophie, Littérature classique, Essais, Fiction, Non-fiction, Éducation, Ouvrages avant 1800, Éducation, Philosophie, français, Périodiques, Histoire, Éducation--ouvrages de jeunesse jusqu'à 1800, Lb512 .e5 1979"
Jean-Jacques Rousseau,La nouvelle Héloïse,1761,"Critique et interprétation, Jean Rousseau, Rousseau, Jean Jacques, 1712-1778, Jacques, 1712-1778. Julie ou La Nouvelle Héloise, Fiction, general, Fiction, romance, general, Teachers, fiction"
Jean-Jacques Rousseau,Les rêveries du promeneur solitaire,1782,"Jean Rousseau, Dernières années, Jacques, 1712-1778. Les Rêveries du promeneur solitaire, Rousseau, Jean Jacques, 1712-1778, Critique et interprétation, Continental european fiction (fictional works by one author), Rousseau, jean-jacques, 1712-1778"
Denis Diderot,La religieuse,1758,"Fiction, Catholiques, Couvents, Religieuses, Fiction, général, Religieuses, fiction, Fiction européenne continentale (œuvres de fiction d'un seul auteur)"
Denis Diderot,Pensées philosophiques,1746,"Philosophy, Collected works, Recueils, Philosophie, Déisme, Ouvrages avant 1800, Religion, Athéisme, Fanatisme, Christianisme, Conscience (Morale), Ouvrages de controverse, Aveugles, Connaissance, Théorie de la, Sens et sensations, Dialectique, Bougainville, louis antoine de, comte, 1729-1811, Philosophy, french"
Denis Diderot,Religieuse,1797,"Fiction, Religieuses, Catholiques, Couvents, Vie sociale et coutumes, Religieuses, fiction, Fiction, général, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Fiction américaine (œuvres de fiction d'un seul auteur)"
Marivaux,Théâtre choisi,1800,"Traductions en anglais, théâtre français, théâtre en vers, théâtre européen continental (œuvres dramatiques d'un seul auteur), littérature romanesque"
Louis-Sébastien Mercier,An deux mille quatre cent quarante,1772,"Utopias, Fiction, Social life and customs, Future in literature, Humor, Early works to 1800, Future, The, in literature, Utopias in literature, Futur dans la littérature, Utopies dans la littérature, Utopian literature"
Louis-Sébastien Mercier,Le nouveau Paris,1798,"Récits personnels, Histoire, Influence, Récits personnels, Français, Politique et gouvernement, Vie sociale et coutumes, La révolution"
Louis-Sébastien Mercier,Du théâtre,1773,"Drama, French drama, Théâtre, Théâtre (Genre littéraire), History and criticism, Art dramatique"
Bernardin de Saint-Pierre,Etudes sur la nature,1796,"Nature, Histoire naturelle, Aspects religieux de la nature, Christianisme, La nature dans la littérature"
Bernardin de Saint-Pierre,Voyage à l'île de France,1775,"Travaux de jeunesse jusqu'à 1800, Description et voyages, Français, Voyages, Parcours"
Choderlos de Laclos,Les Liaisons dangereuses,1782,"France, fiction, Fiction, général, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Aristocratie (Classe sociale), Fiction, Séduction, Littérature classique, Relations homme-femme, Vie sociale et coutumes, Aristocracia (Classe sociale), Novela, Vida social y costumbres, Mœurs et coutumes, Littérature romane, Littérature, Fiction, historique, général, Laclos, choderlos de, 1741-1803, Fiction française, traductions en anglais, Fiction, érotique, général, Fiction, romance, général, Général, Fiction épistolaire, France -- Fiction, Aristocratie (Classe sociale) -- Fiction, Séduction -- Fiction, Littérature héroïque simulée, Matériaux en langue polonaise, Powiesc epistolarna francuska, T"
Restif de la Bretonne,Le pornographe,1769,"Littérature érotique, Statut juridique, lois, Prostituées, Prostitution, Aspects sociaux, Aspects sociaux de la prostitution, Conditions sociales, Femmes"
Restif de la Bretonne,La vie de mom père,1884,"Fiction anglaise, Traductions françaises, Fiction française, Traductions vers l'anglais, Traductions, Français, Fiction française, traductions vers l'anglais, Fiction européenne continentale (œuvres de fiction d'un seul auteur)"
Restif de la Bretonne,"Le pornographe, ou idées d'un honnête-homme sur un projet de règlement pour les prostituées, propre à prévenir les malheurs qu'occasionne le publicisme des femmes. Avec des notes historiques et justificatives",1770,"Prostitution, Hygiène, Littérature érotique, Conditions sociales, Travail du sexe, Santé sexuelle, Statut juridique, lois, Femmes"
Restif de la Bretonne,"Les nuits de Paris, ou, Le spectateur-nocturne",1788,"Pauvres, Fiction, Conditions sociales, Fiction française, Fiction historique française, Histoire, Vie sociale et coutumes, Mœurs et usages, Fiction, général"
Gabriel Sénac de Meilhan,Considérations sur les richesses et le luxe ..,1787,"Luxe, Richesse, Antilles françaises, Histoire, Aspects économiques, Finance"
Gabriel Sénac de Meilhan,Des principes et des causes de la révolution en France,1790,"Histoire, Causes, Politique et gouvernement, Premiers travaux jusqu'à 1800, Rois et dirigeants, Guerre"
Abbé Prévost,Manon Lescaut,1787,"Fiction, Histoire, La France dans la fiction, Langue française, La Louisiane dans la fiction, Littérature classique, Femmes fatales, Documents en langue française, Fiction française, Opéras, Partitions vocales avec piano, Livrets, Manon Lescaut (Prévost, abbé), France, fiction, Louisiane, fiction, Fiction, général, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Fiction, action et aventure, Fiction, romance, général"
Abbé Prévost,"Histoire générale des voyages ou Nouvelle collection de toutes les relations de voyages par mer et par terre, qui ont été publiées jusqu'à présent dans les différentes langues de toutes les nations connues",1746,"Voyages and travels, Voyages, Description and travel, Descriptions et voyages, Nord-Ouest, Passage du, Amérique, Dutch, Discoveries (in geography), Découvertes géographiques portugaises, Northeast Passage, Voyages and travel, Découverte et exploration, Nord-Est, Passage du, French, Compagnies de colonisation, Colonial companies, Sciences naturelles, Discovery and exploration, Northwest Passage, Découvertes géographiques françaises, English, Natural history, Nederlandsche Oost-Indische Compagnie, Découverte et exploration anglaises, Découverte et exploration françaises, Découvertes géographiques hollandaises, Découvertes géographiques anglaises, Découvertes géographiques, Discoveries in geography"
François Gayot de Pitaval,"Causes celebres et interessantes, avec les jugemens qui les ont decidées",1737,"Administration de la justice pénale, Ouvrages anciens jusqu'à 1800, Criminels, Procès, Ouvrages de vulgarisation, Criminalité"
François Gayot de Pitaval,Continuation des Causes célebres et intéressantes,1765,"Premiers travaux jusqu'en 1800, Procès, Criminels, Crime, DROIT PROCÉDURAL, PROCESSUS (LOI)"
Jean-François Marmontel,Les Incas,1777,"Fiction, History, Incas, Ouvrages avant 1800, HISTORIA, NOVELA"
Pierre Choderlos de Laclos,Les Liaisons dangereuses,1782,"France, fiction, Fiction, général, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Aristocratie (Classe sociale), Fiction, Séduction, Littérature classique, Relations homme-femme, Vie sociale et coutumes, Aristocracia (Classe sociale), Novela, Vida social y costumbres, Mœurs et coutumes, Littérature romane, Littérature, Fiction, historique, général, Laclos, choderlos de, 1741-1803, Fiction française, traductions en anglais, Fiction, érotique, général, Fiction, romance, général, Général, Fiction épistolaire, France -- Fiction, Aristocratie (Classe sociale) -- Fiction, Séduction -- Fiction, Littérature héroïque simulée, Matériaux en langue polonaise, Powiesc epistolarna francuska, T"
Jean-Baptiste Louvet de Couvray,Accusation contre Maximilien Robespierre,1792,"Politique et gouvernement, Sources, Premiers travaux jusqu'à 1800, Dénonciation (droit pénal), Fautes dans l'exercice d'une fonction, Histoire"
Jean-Baptiste Louvet de Couvray,"Quelques notices pour l'histoire, et le récit de mes périls depuis le 31 mai, 1793",1795,"Œuvres contemporaines, Révolution française, 1789-1792 (Assemblée nationale), Girondins, Histoire, Récits personnels"
Jean-Baptiste Louvet de Couvray,Accusation intentée dans la convention nationale contre Maximilien Robespierre,1792,"Procès, contentieux, Procès (Crimes et délits politiques), Sources, Premiers ouvrages jusqu'à 1800, Histoire, Crimes et délits politiques"
Jean-Baptiste Louvet de Couvray,"A la Convention nationale, et a mes commettans, sur la conspiration du 10 mars et la faction d'Orle ans",1793,"Premiers travaux jusqu'à 1800, Complots, Clubs politiques, Montagnards, Histoire, Sociétés"
Jean-Baptiste Louvet de Couvray,"A Maximilien Robespierre, et a ses royalistes",1794,"Politique et gouvernement, Sources, Premiers travaux jusqu'à 1800, Jacobins, Dénonciation (Droit pénal), Histoire"
Jean-Baptiste de Boyer d'Argens,"Lettres juives, ou, Correspondance philosophique, historique & critique",1738,"Premiers travaux jusqu'à 1800, Vie sociale et coutumes, Juifs, Antisémitisme, Puritains, Philosophie française, Opinions politiques et sociales"
Jean-Baptiste de Boyer d'Argens,"Lectures amusantes, ou, Les délassements de l'esprit",1739,"Fiction espagnole, Traductions en français, Œuvres anciennes jusqu'à 1800, Fiction, Histoire et critique"
Honoré de Balzac,La père Goriot,1800,"Fiction, France in fiction, Older men in fiction, Older men, Fathers and daughters, Fathers and daughters in fiction, History, Social life and customs, Boardinghouses in fiction, Boardinghouses, French language, Readers, Boardinghouses -- France -- Paris -- Fiction, Continental european fiction (fictional works by one author), Paris (france), fiction, Fathers and daughters, fiction, Fiction, historical, Fiction, coming of age, Lectures et morceaux choisis, Manners and customs, Fiction, general, Balzac, honore de, 1799-1850, Fiction, historical, general, France, fiction, Classics, French language books, Literary, French literature, history and criticism, 18th century, Fathers and daughters -- Fiction, Paris (France) -- Fiction, French fiction -- Translations into English, Older men -- Fiction, France -- History -- Louis XVIII, 1814-1824 -- Fiction, Balzac, honoré de , 1799-1850, Pq2168 .a374 1998, 843/.7"
Honoré de Balzac,Eugénie Grandet,1868,"Vie sociale et mœurs, Fiction, Littérature française, Traductions du français, Esthétique, Fiction européenne continentale (œuvres de fiction d'un seul auteur), France, fiction, Fiction, général"
Honoré de Balzac,Les contes drôlatiques,1855,"Social life and customs, France in fiction, Fiction, Translations into English, French Short stories, Short stories, Manners and customs, Protected DAISY, Romance literature, Continental european fiction (fictional works by one author), FICTION / Short Stories (single author), FICTION / Classics"
Honoré de Balzac,Illusions perdues,1837,"Vie sociale et mœurs, Traductions en chinois, Fiction, Traductions du français, Fiction chinoise, Manuscrits, Fiction française, Littérature, Littérature française, Art, Sculpture, Esthétique, Musiciens, Compositeurs, Romanciers russes, Biographie, Artistes, Fiction européenne continentale (œuvres de fiction d'un seul auteur), France, fiction, Fiction, général, Mœurs et coutumes, Fiction, historique, Fiction, historique, général, Documents en langue française, Carnets, carnets de croquis, Fac-similés, Manuscrits français"
Honoré de Balzac,La Cousine Bette,1888,"Fiction, Vie sociale et mœurs, Traductions du français, Traductions vers le chinois, Fiction chinoise, Fiction française, Criminalité, Personnalité et émotions, Histoire, Traductions vers l'anglais, Rédaction de rapports, Rédaction, Rapports, Fiction, général, Fiction européenne continentale (œuvres de fiction d'un seul auteur), France, fiction, Paris (france), fiction, Fiction, historique, général, Général, Mœurs et coutumes"
Victor Hugo,Notre-Dame de Paris,1831,"Relations homme-femme, Traductions en anglais, Littérature française, Fiction, Traductions du français, Fiction française, Bégaiement, Histoire, Personnes handicapées, Littérature française, Fiction européenne continentale (œuvres de fiction d'un seul auteur), France, fiction, Paris (france), fiction, Quasimodo (personnage fictif), fiction, Fiction, historique, Fiction pour enfants, France, histoire, fiction, Paris (france), histoire, fiction, Personnes handicapées, fiction, Fiction, général, Musique pour piano, Notre-Dame de Paris (Cathédrale), Fiction pour la jeunesse, Histoires pour enfants, Anglais, Handicapés physiques, Personnes défigurées, Personnes handicapées physiques, Cathédrale Notre-Dame, Paris, France, Médecine, Fiction, historique, général, Fiction anglaise, Général, Langue française, Lecteurs, Fiction, romance, général, Romans, nouvelles, Histoire, Illustraties, Frans, Bandes dessinées et romans graphiques, général, Lecteurs (primaire), Lecteurs pour nouveaux alphabétisés, Notre-Dame de Paris (Cathédrale) -- Fiction, Homme-femme relations -- Fiction, Hommes handicapés, Relations entre hommes et femmes -- Romans, nouvelles, etc, Hommes handicapés, France -- Histoire -- Louis XI, 1461-1483 -- Fiction, France -- Histoire -- 1461-1483 (Louis XI) -- Romains, nouvelles, etc, France"
Victor Hugo,Les Misérables,1800,"Poor, Fiction, Readers, Fiction, historical, France, fiction, Ex-convicts, History, Historical fiction, Manners and customs in fiction, French fiction, Continental european fiction (fictional works by one author), Ex-convicts in fiction, Orphans in fiction, Orphans, Literature and fiction (general), Javert, inspector (fictitious character), fiction, Classic Literature, Fiction, political, Social conditions, Social life and customs, Juvenile fiction, Franse fiksie, Leesboeke, Franse taal, French language, Fiction, historical, general, France in fiction, Open Library Staff Picks, Stuttering, freedom, redemption, prison, bread, barricade, Los, Miserables, Francia, Accessible book, Protected DAISY, Paris (france), fiction, Politics and government, Graphic novels, Comic books, strips, Cartoons and comics, Misérables (Hugo, Victor), Fiction, general, Valjean, jean (fictitious character), fiction, Police, Vida social y costumbres, Presos, Policía, Ficción, Huérfanos, July Revolution (France : 1830) fast (OCoLC)fst01353472, Literature, FICTION / Classics, FICTION / Historical, Epic fiction, Manners and customs, Unterschicht, French language materials, French literature, Electronic books, Music, instruction and study, Javert (Fictitious character), Fiction, fantasy, epic, Suo xie, Chang pian xiao shuo, Children's fiction, Adventure and adventurers, fiction, Rescue work, fiction, Police, fiction, Romance literature, Ex-détenus, Romans, nouvelles, Mœurs et coutumes, Criminals, Translations into English, Prisoners"
Victor Hugo,Quatrevingt-treize,1800,"Fiction, Histoire, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Fiction, historique, général, France, histoire, révolution, 1789-1799, fiction, France, fiction, Fiction, général"
Victor Hugo,Hernani,1830,"Théâtre, Littérature classique, Fiction, Drame européen continental (œuvres dramatiques d'un seul auteur), Hernani (Personnage fictif), Drame français"
Victor Hugo,Ruy Blas,1838,"Manuels scolaires pour les locuteurs étrangers, Langue française, Livres de lecture, Théâtre français, Littérature classique, Fiction"
Alexandre Dumas,Le Comte de Monte Cristo,1830,"France -- History -- 19th century -- Fiction, France, Fiction, France in fiction, History, Adventure and adventurers in fiction, Readers, French language, Adventure and adventurers, Translations into Yiddish, Pirates in fiction, Pirates, Adventure stories, Revenge in fiction, Revenge, False arrest, Social life and customs, Sailors, False arrest in fiction, Historical fiction, Sailors in fiction, Language study, French, Accessible book, Protected DAISY, Friendship, Betrayal, French literature, Translations into Tagalog, French literature, study and teaching, Classic, romance, suspense, drama, love, Children's fiction, Adventure and adventurers, fiction, France, history, 1799-1914, fiction, France, fiction, Fiction, action & adventure, Fiction, historical, general, French language materials, Historia, Venganza, Novela, Novela histórica, Juvenile fiction, Loyalty, Zhang pian xiao shuo, Fiction, historical, Continental european fiction (fictional works by one author), French fiction, Translations into Polish, Fiction, romance, historical, general, Translations into Chinese, Chinese fiction, Translations from French, Fiction, general, Judeo-Arabic literature, Action & Adventure - General, Historical - General, Juvenile Historical Fiction, Spanish: Grades 3-4, Literary Criticism & Collections / General, Tales, Escapes, Prisons, Prisoners"
Alexandre Dumas,Les Trois Mousquetaires,1844,"Histoire, Fiction, Épéistes, La France dans la fiction, Livre accessible, DAISY protégé, Livres en langue vietnamienne, Swordplay, Fiction jeunesse, Aventure et aventuriers, Matériel en langue espagnole, Romans, nouvelles, etc. pour la jeunesse, Histoire, Combat au sabre, Novela juvenil, Historia, Fiction d'aventure, Langue espagnole, Matériel de lecture, Fiction, historique, France, fiction, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Les Trois mousquetaires (personnages fictifs), fiction, Fiction, action et aventure, Matériel en langue française, Conditions sociales, Histoires d'aventure, Général, Fiction française, Ying yu, Yu yan du wu, Chang pian xiao shuo, Littérature romantique, Fiction, historique, général, Fiction pour enfants, Aventure et aventuriers, fiction, Paris (france), fiction, Littérature mongole, Fiction historique, Abenteuerroman, Matériel en langue russe, Littérature classique, OverDrive, Critique du New York Times, France, Bandes dessinées et romans graphiques, fiction historique, France -- Histoire -- Louis XIII, 1610-1643 -- Fiction, Aventure et aventuriers -- Fiction, Épéistes -- Fiction, Épéistes, Fiction, général, France -- Histoire -- Louis XIII, 1610-1643 -- Fiction., Fiction, romance, historique, général, Drame européen continental (œuvres dramatiques d'un seul auteur)"
Alexandre Dumas,Le roman du masque de fer,1600,"Histoire, Fiction, Livre accessible, DAISY protégé, Littérature classique, OverDrive, Fiction jeunesse, Prisonniers, Frères, Jumeaux, Histoires d'aventures, Fiction, général, Littérature et fiction, fiction historique, Fiction, action et aventure, France, fiction, Les Trois mousquetaires (personnages fictifs), fiction, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Littérature et fiction, action et aventure, Fiction, historique, général, Fiction, romance, historique, général, Jumeaux, fiction, Frères, fiction, Fiction, aventure masculine, Fiction pour enfants, Littérature romantique"
Alexandre Dumas,Vingt ans apres̀,1800,"Fiction, Fiction, France, Histoire, Historia, Histoire, Romain, Romains, Épéistes, Livre accessible, Protégé DAISY, En bibliothèque, France, fiction, Les Trois mousquetaires (personnages fictifs), fiction, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Fiction, action et aventure, Fiction française, Littérature classique, OverDrive, Fiction, général"
Alexandre Dumas,La dame aux camélias [novel],1848,"Littérature classique, Fiction, OverDrive, Courtisanes, Courtisanes dans la fiction, Langue allemande, Théâtre du Gymnase-Armand Hammer, Patients, Tuberculose, Livre accessible, DAISY protégé, Ying yu, Han yu, Dui zhao du wu, Chang pian xiao shuo, Vie sociale et coutumes, Suo xie ben, FICTION POUR JEUNES, Classes sociales, Premiers amours, Mœurs et coutumes, Général, Zhang pian xiao shuo, Drame, Littérature romantique, Fiction, général, Fiction, action et aventure, Littérature française, Traductions en arménien, Drame français, Littérature ladino, Drame espagnol"
Gustave Flaubert,Madame Bovary,1857,"literary fiction, French literature, Fiction, Manners and customs in fiction, Adultery, Middle class, Physicians' spouses, Suicide victims, Married women, Social life and customs, French fiction, Technique, Suicide, Husband and wife, History, Physicians, Intellectual life, Classic Literature, Spouses, Country life, Women, Manners and customs, Continental european fiction (fictional works by one author), France, fiction, Physicians, fiction, Married people, fiction, Fiction, family life, Fiction, general, Trials, litigation, Literary, Young men, Unrequited love, Romance literature, Trials (Obscenity), Criticism and interpretation, Criticism, Wives, Médecins, Romans, nouvelles, Conjoints, Suicidés, Married people, Couples mariés, Vie intellectuelle, Mœurs et coutumes, Man-woman relationships, Triangles (Interpersonal relations), Relations entre hommes et femmes, Triangle (Relations humaines), Roman français, Chang pian xiao shuo, Bovary, charles (fictitious character), fiction, Bovary, emma (fictitious character), fiction, Emma Bovary (Fictitious character), General, Commerce, Qing Dynasty (China), Charles Bovary (Fictitious character), Illustraties, Frans, FICTION / General, Bovary, emma (fictitious character), Bovary, emma (fictitious character)--fiction, Married women--france--fiction, Pq2246.m2 e5 2003, 843.8, French Novelists, Correspondence"
Gustave Flaubert,L'Éducation sentimentale,1898,"Fiction, Jeunes hommes, Histoire, Femmes mariées, Amour non partagé, Révolution de Février (France : 1848), Journées de Juin (Paris : 1848), Femmes mariées dans la fiction, La France dans la fiction, Jeunes hommes dans la fiction, Amour non partagé dans la fiction, Langue française, Littérature classique, Littérature romane, Fac-similés, Manuscrits français, Manuscrits, Cahiers, carnets de croquis, Critique textuelle, Fiction européenne continentale (œuvres de fiction d'un seul auteur), France, fiction, Personnes mariées, fiction, Paris (france), fiction, Fiction, général, Épouses, Vie sociale et coutumes, Mœurs et coutumes, Fiction romane, Fiction française, Romance Frances, Fiction, romance, général, Jeunes hommes, Romans, nouvelles, Femmes mariées, Amour malheureux, Histoire, Jóvenes (Varones), Novela, Mujeres casadas, Traductions en anglais, Fiction en anglais, Traductions du français, Musique instrumentale, Conditions sociales, Antiquités"
Gustave Flaubert,Salammbô,1863,"Fiction, Histoire, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Rome, fiction, Historia, Fiction, Cartago (Ciudad desaparecida), Littérature classique, Fiction non anglaise, Carthage (Ville disparue), Bandes dessinées et romans graphiques, science-fiction, Histoire, Fiction, historique, général, Livres à gros caractères, Illustraties, Frans"
